,baseline,handcraft,shrinkage,hrp,equal
2012-07-31,-0.4323930598914386,-0.19739305989144285,-0.21739305989143884,-0.17989305989142662,0.07510694010854524
2012-08-01,-2.603170000000334,-2.532180000000354,-2.4721700000003337,-2.0331400000002753,-2.8172100000004128
2012-08-02,0.5906700000003822,0.7096800000004049,0.6996700000003822,0.5631400000003147,1.0222100000004724
2012-08-03,-0.9455000000003769,-1.5219767616311772,-1.436976761631155,-0.8840650185389474,-2.2994767616312437
2012-08-06,1.1479700438403426,1.2887664705228277,1.2337664705228064,1.0075164705227442,1.5817365143628737
2012-08-07,-2.8105834882295517,-2.9230012139837505,-2.8480012139837476,-2.4845012139837395,-3.0690834882295626
2012-08-08,1.8150000000000677,1.0763689419136742,1.0838703880301381,1.1850000000000585,1.0775000000000858
2012-08-09,1.0687278773344762,0.8595081920174751,0.8595081920174751,0.7720081920174889,0.7292196853169103
2012-08-10,-0.7139900332294218,-0.4037486418099182,-0.39799003322942056,-0.3097586085804836,0.08502880895006698
2012-08-13,-2.2643914722774108,-1.9144421366758635,-1.8831711546730803,-1.6043714722774152,-1.5327099999999583
2012-08-14,-2.1668566277134778,-2.2873159288455827,-2.0943486632909103,-1.9310979644229251,-2.4505666277135676
2012-08-15,-1.0939447033260545,-1.7542646995616793,-1.6774744255236695,-1.2385007600482836,-2.1995621935103484
2012-08-16,-0.9402563940123132,-1.1677689226912205,-1.1177789226911978,-0.8398174713214771,-1.4110612788285997
2012-08-17,0.8475000000000203,0.9175000000000227,0.8875000000000216,0.7082856239751175,1.0657856239751264
2012-08-20,2.5424067936336825,1.863106611614878,1.845585844307094,1.8161867936336185,1.602239817981645
2012-08-21,1.760265443932038,1.5561899999999762,1.5532754439320355,1.1106499999999828,1.3527199999999715
2012-08-22,3.6350019189775855,3.640001918977593,3.7025000000000685,3.1387519189775746,4.256251918977605
2012-08-23,-1.1572790898942993,-0.5092790898943037,-0.6227777661560584,-0.5887777661560494,0.256720910105687
2012-08-24,-1.3976603397400371,-1.1926603397400577,-1.2226603397400573,-1.045000000000247,-1.1114103397401165
2012-08-27,0.383750000000297,0.5462543855339791,0.5587500000003197,0.3550000000002572,0.9075000000003832
2012-08-28,0.11736570392845273,0.27762587325374977,0.2587657150306403,0.1213758732538408,0.47747586215149407
2012-08-29,0.2703686348904796,-0.2619359474144139,-0.19308399464601386,-0.37388394173295675,-0.2439666357561892
2012-08-30,0.4945807834917895,0.8336095034022997,0.7376095034023213,0.4554115669840275,1.2658595034022337
2012-08-31,3.7573200000000058,3.687300000000006,3.7973100000000057,3.496090000000005,4.163520000000006
2012-09-03,-0.008837281549404835,-0.008373922940573158,-0.011319683457041436,-0.011319683457041436,-0.014421358175919576
2012-09-04,-0.23400000000001236,-0.5110000000000123,-0.49600000000001165,-0.30000000000001037,-0.6810000000000139
2012-09-05,-1.3123200000000212,-0.8773100000000236,-0.8823200000000222,-0.8086000000000174,-0.8810300000000276
2012-09-06,-1.6859999999999702,-2.1839999999999677,-2.1039999999999695,-1.559999999999975,-2.6739999999999626
2012-09-07,2.3985771909526994,2.2413800712718777,2.1813800712718754,1.9788800712718682,2.5343113712488274
2012-09-10,-2.7698541503549485,-2.097019666224017,-2.0945310541102407,-2.116927075177473,-2.0539270751774743
2012-09-11,-0.22069907242883263,-0.3128469851496091,-0.3012499999997215,-0.06748522324247018,-0.3174999999996648
2012-09-12,-2.763865390427776,-2.388495433253056,-2.509355444435518,-2.142845390427776,-2.5808754984432594
